_id,check_in_id,created_at,restaurant_name
65cae13b9381b65064fa366c,21970,2023-12-03T03:25:41.571389Z,Neeloo
65cae13b9381b65064fa366d,21971,2023-12-03T03:25:58.587394Z,Neeloo
65cae13b9381b65064fa366e,21972,2023-12-03T03:33:01.420013Z,Razza
65cae13b9381b65064fa366f,21973,2023-12-03T03:39:58.308268Z,Ed's Lobster Bar
65cae13b9381b65064fa3670,21974,2023-12-03T03:39:59.863203Z,Ed's Lobster Bar
65cae13b9381b65064fa3671,21975,2023-12-03T03:48:16.042761Z,Upside
65cae13b9381b65064fa3672,21976,2023-12-03T04:19:40.260488Z,Upside
65cae13b9381b65064fa3673,21977,2023-12-03T04:39:10.610027Z,Principe
65cae13b9381b65064fa3674,21978,2023-12-03T04:52:30.526068Z,Razza
65cae13b9381b65064fa3675,21979,2023-12-03T06:19:27.756394Z,Upside
65cae13b9381b65064fa3676,21980,2023-12-03T07:20:10.37888Z,Upside
65cae13b9381b65064fa3677,21981,2023-12-03T08:05:06.38936Z,Upside
65cae13b9381b65064fa3678,21982,2023-12-03T12:18:18.332429Z,The Daily
65cae13b9381b65064fa3679,21983,2023-12-03T13:25:54.662057Z,gertrude's
65cae13b9381b65064fa367a,21984,2023-12-03T13:28:46.147049Z,The Daily
65cae13b9381b65064fa367b,21985,2023-12-03T13:31:57.617475Z,The Daily
65cae13b9381b65064fa367c,21986,2023-12-03T13:34:30.152819Z,The Daily
65cae13b9381b65064fa367d,21987,2023-12-03T14:14:10.986937Z,gertrude's
65cae13b9381b65064fa367e,21988,2023-12-03T14:41:53.762723Z,GERTIE
65cae13b9381b65064fa367f,21989,2023-12-03T14:57:03.936803Z,The Daily
65cae13b9381b65064fa3680,21990,2023-12-03T15:50:47.300848Z,The Daily
65cae13b9381b65064fa3681,21991,2023-12-03T16:05:45.305137Z,Ed's Lobster Bar
65cae13b9381b65064fa3682,21992,2023-12-03T16:05:47.105979Z,Upside
65cae13b9381b65064fa3683,21993,2023-12-03T16:08:52.327309Z,GERTIE
65cae13b9381b65064fa3684,21994,2023-12-03T16:10:49.620663Z,Neeloo
65cae13b9381b65064fa3685,21995,2023-12-03T16:10:50.230288Z,Neeloo
65cae13b9381b65064fa3686,21996,2023-12-03T16:11:39.642267Z,Neeloo
65cae13b9381b65064fa3687,21997,2023-12-03T16:16:13.814891Z,Canal Street Market
65cae13b9381b65064fa3688,21998,2023-12-03T16:18:36.827506Z,Llama Inn
65cae13b9381b65064fa3689,21999,2023-12-03T16:23:27.752656Z,Llama Inn
65cae13b9381b65064fa368a,22000,2023-12-03T16:28:12.768281Z,Canal Street Market
65cae13b9381b65064fa368b,22001,2023-12-03T16:29:48.753139Z,The Daily
65cae13b9381b65064fa368c,22002,2023-12-03T16:30:47.061476Z,The Daily
65cae13b9381b65064fa368d,22003,2023-12-03T16:31:55.609178Z,Neeloo
65cae13b9381b65064fa368e,22004,2023-12-03T16:35:39.392375Z,gertrude's
65cae13b9381b65064fa368f,22005,2023-12-03T16:44:15.165946Z,The Daily
65cae13b9381b65064fa3690,22006,2023-12-03T16:45:12.070028Z,The Daily
65cae13b9381b65064fa3691,22007,2023-12-03T16:51:08.165831Z,Neeloo
65cae13b9381b65064fa3692,22008,2023-12-03T16:51:11.209291Z,Neeloo
65cae13b9381b65064fa3693,22009,2023-12-03T16:51:33.393125Z,Neeloo
65cae13b9381b65064fa3694,22010,2023-12-03T16:57:42.479042Z,Canal Street Market
65cae13b9381b65064fa3695,22011,2023-12-03T16:58:16.072522Z,GERTIE
65cae13b9381b65064fa3696,22012,2023-12-03T16:58:42.202916Z,Ed's Lobster Bar
65cae13b9381b65064fa3697,22013,2023-12-03T17:01:19.595669Z,Bananas Country Club
65cae13b9381b65064fa3698,22014,2023-12-03T17:08:12.013601Z,The Daily
65cae13b9381b65064fa3699,22015,2023-12-03T17:12:50.539759Z,Canal Street Market
65cae13b9381b65064fa369a,22016,2023-12-03T17:15:16.603718Z,Soupside
65cae13b9381b65064fa369b,22017,2023-12-03T17:20:19.202248Z,Soupside
65cae13b9381b65064fa369c,22018,2023-12-03T17:22:06.390584Z,Greenpoint Fish & Lobster
65cae13b9381b65064fa369d,22019,2023-12-03T17:22:35.201663Z,The Daily
65cae13b9381b65064fa369e,22020,2023-12-03T17:25:37.587453Z,Neeloo
65cae13b9381b65064fa369f,22021,2023-12-03T17:25:38.467601Z,The Daily
65cae13b9381b65064fa36a0,22022,2023-12-03T17:26:43.194374Z,Madame Vo
65cae13b9381b65064fa36a1,22023,2023-12-03T17:37:03.486079Z,The Daily
65cae13b9381b65064fa36a2,22024,2023-12-03T17:38:31.142676Z,Upside
65cae13b9381b65064fa36a3,22025,2023-12-03T17:38:33.284111Z,Upside
65cae13b9381b65064fa36a4,22026,2023-12-03T17:46:38.39368Z,Soupside
65cae13b9381b65064fa36a5,22027,2023-12-03T17:47:03.698506Z,Ed's Lobster Bar
65cae13b9381b65064fa36a6,22028,2023-12-03T18:06:31.160954Z,Upside
65cae13b9381b65064fa36a7,22029,2023-12-03T18:06:40.290942Z,Upside
65cae13b9381b65064fa36a8,22030,2023-12-03T18:07:46.461878Z,Anton's
65cae13b9381b65064fa36a9,22031,2023-12-03T18:08:11.797194Z,The Daily
65cae13b9381b65064fa36aa,22032,2023-12-03T18:10:52.670207Z,Razza
65cae13b9381b65064fa36ab,22033,2023-12-03T18:11:08.214457Z,Razza
65cae13b9381b65064fa36ac,22034,2023-12-03T18:14:24.896624Z,Bananas Country Club
65cae13b9381b65064fa36ad,22035,2023-12-03T18:14:28.451165Z,Bananas Country Club
65cae13b9381b65064fa36ae,22036,2023-12-03T18:16:57.800077Z,Anton's
65cae13b9381b65064fa36af,22037,2023-12-03T18:23:25.204205Z,The Daily
65cae13b9381b65064fa36b0,22038,2023-12-03T18:24:53.348574Z,Canal Street Market
65cae13b9381b65064fa36b1,22039,2023-12-03T18:30:57.140169Z,Fish Cheeks
65cae13b9381b65064fa36b2,22040,2023-12-03T18:31:21.218153Z,The Daily
65cae13b9381b65064fa36b3,22041,2023-12-03T18:32:52.239392Z,Greenpoint Fish & Lobster
65cae13b9381b65064fa36b4,22042,2023-12-03T18:34:09.891267Z,The Daily
65cae13b9381b65064fa36b5,22043,2023-12-03T18:34:14.276267Z,Soupside
65cae13b9381b65064fa36b6,22044,2023-12-03T18:43:34.312168Z,The Daily
65cae13b9381b65064fa36b7,22045,2023-12-03T18:44:59.941491Z,Razza
65cae13b9381b65064fa36b8,22046,2023-12-03T18:48:27.437994Z,Razza
65cae13b9381b65064fa36b9,22047,2023-12-03T18:51:15.649439Z,gertrude's
65cae13b9381b65064fa36ba,22048,2023-12-03T18:51:21.508731Z,Razza
65cae13b9381b65064fa36bb,22049,2023-12-03T18:51:23.803928Z,Razza
65cae13b9381b65064fa36bc,22050,2023-12-03T18:58:55.580712Z,Tia Pol
